,workload,strategy,task,time
0,BST,BLSDThinGenerator,"BST,delete_4,test_prop_DeleteDelete",0.057283999999999995
1,BST,BLSDThinGenerator,"BST,delete_4,test_prop_DeleteInsert",0.001166
2,BST,BLSDThinGenerator,"BST,delete_4,test_prop_DeleteModel",0.000998
3,BST,BLSDThinGenerator,"BST,delete_4,test_prop_DeletePost",0.0052239999999999995
4,BST,BLSDThinGenerator,"BST,delete_4,test_prop_DeleteUnion",0.021495999999999002
5,BST,BLSDThinGenerator,"BST,delete_4,test_prop_InsertDelete",0.0007859999999999999
6,BST,BLSDThinGenerator,"BST,delete_4,test_prop_UnionDeleteInsert",0.007422
7,BST,BLSDThinGenerator,"BST,delete_5,test_prop_DeleteDelete",0.038238
8,BST,BLSDThinGenerator,"BST,delete_5,test_prop_DeleteInsert",0.008638999999999
9,BST,BLSDThinGenerator,"BST,delete_5,test_prop_DeleteModel",0.026765999999999002
10,BST,BLSDThinGenerator,"BST,delete_5,test_prop_DeletePost",0.055593000000000004
11,BST,BLSDThinGenerator,"BST,delete_5,test_prop_DeleteUnion",0.036323999999999995
12,BST,BLSDThinGenerator,"BST,delete_5,test_prop_UnionDeleteInsert",0.026846000000000002
13,BST,BLSDThinGenerator,"BST,insert_1,test_prop_DeleteInsert",0.0051979999999999995
14,BST,BLSDThinGenerator,"BST,insert_1,test_prop_InsertInsert",0.0010760000000000001
15,BST,BLSDThinGenerator,"BST,insert_1,test_prop_InsertModel",0.001343
16,BST,BLSDThinGenerator,"BST,insert_1,test_prop_InsertPost",0.008959
17,BST,BLSDThinGenerator,"BST,insert_1,test_prop_InsertUnion",0.001712
18,BST,BLSDThinGenerator,"BST,insert_1,test_prop_UnionDeleteInsert",0.003797
19,BST,BLSDThinGenerator,"BST,insert_2,test_prop_DeleteInsert",0.007541000000000001
20,BST,BLSDThinGenerator,"BST,insert_2,test_prop_InsertDelete",0.013592000000000002
21,BST,BLSDThinGenerator,"BST,insert_2,test_prop_InsertInsert",0.000754
22,BST,BLSDThinGenerator,"BST,insert_2,test_prop_InsertModel",0.004184
23,BST,BLSDThinGenerator,"BST,insert_2,test_prop_InsertPost",0.007943
24,BST,BLSDThinGenerator,"BST,insert_2,test_prop_InsertUnion",0.012223000000000001
25,BST,BLSDThinGenerator,"BST,insert_2,test_prop_UnionDeleteInsert",0.011672
26,BST,BLSDThinGenerator,"BST,insert_3,test_prop_InsertDelete",0.023926
27,BST,BLSDThinGenerator,"BST,insert_3,test_prop_InsertInsert",0.001361
28,BST,BLSDThinGenerator,"BST,insert_3,test_prop_InsertModel",0.0038580000000000003
29,BST,BLSDThinGenerator,"BST,insert_3,test_prop_InsertPost",0.024790000000000003
30,BST,BLSDThinGenerator,"BST,insert_3,test_prop_InsertUnion",0.010513
31,BST,BLSDThinGenerator,"BST,insert_3,test_prop_UnionDeleteInsert",0.013727999999999999
32,BST,BLSDThinGenerator,"BST,union_6,test_prop_DeleteUnion",0.029967999999999998
33,BST,BLSDThinGenerator,"BST,union_6,test_prop_InsertUnion",0.007592
34,BST,BLSDThinGenerator,"BST,union_6,test_prop_UnionDeleteInsert",0.003979
35,BST,BLSDThinGenerator,"BST,union_6,test_prop_UnionModel",0.020576
36,BST,BLSDThinGenerator,"BST,union_6,test_prop_UnionUnionIdem",0.001609
37,BST,BLSDThinGenerator,"BST,union_6,test_prop_UnionValid",0.017523999999999998
38,BST,BLSDThinGenerator,"BST,union_7,test_prop_DeleteUnion",0.049366
39,BST,BLSDThinGenerator,"BST,union_7,test_prop_InsertUnion",0.009781999999999999
40,BST,BLSDThinGenerator,"BST,union_7,test_prop_UnionDeleteInsert",0.01246
41,BST,BLSDThinGenerator,"BST,union_7,test_prop_UnionModel",0.028872000000000002
42,BST,BLSDThinGenerator,"BST,union_7,test_prop_UnionUnionAssoc",0.06729900000000001
43,BST,BLSDThinGenerator,"BST,union_7,test_prop_UnionValid",0.021908999999999002
44,BST,BLSDThinGenerator,"BST,union_8,test_prop_DeleteUnion",0.660408
45,BST,BLSDThinGenerator,"BST,union_8,test_prop_InsertUnion",0.054151000000000005
46,BST,BLSDThinGenerator,"BST,union_8,test_prop_UnionDeleteInsert",0.599776
47,BST,BLSDThinGenerator,"BST,union_8,test_prop_UnionModel",0.08518
48,BST,BLSDThinGenerator,"BST,union_8,test_prop_UnionUnionAssoc",0.152826
49,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_4,test_prop_DeleteDelete",0.016711
50,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_4,test_prop_DeleteInsert",0.0009809999999999999
51,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_4,test_prop_DeleteModel",0.00042699999999999997
52,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_4,test_prop_DeletePost",0.002278999999999
53,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_4,test_prop_DeleteUnion",0.0031279999999999997
54,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_4,test_prop_InsertDelete",0.00092
55,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_4,test_prop_UnionDeleteInsert",0.002144
56,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_5,test_prop_DeleteDelete",0.008232999999999999
57,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_5,test_prop_DeleteInsert",0.000408999999999
58,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_5,test_prop_DeleteModel",0.002876
59,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_5,test_prop_DeletePost",0.01094
60,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_5,test_prop_DeleteUnion",0.005898
61,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,delete_5,test_prop_UnionDeleteInsert",0.007346999999999999
62,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_1,test_prop_DeleteInsert",0.000416
63,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_1,test_prop_InsertInsert",0.0005859999999990001
64,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_1,test_prop_InsertModel",0.00023
65,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_1,test_prop_InsertPost",0.0029119999999999997
66,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_1,test_prop_InsertUnion",0.001224
67,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_1,test_prop_UnionDeleteInsert",0.001291
68,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_2,test_prop_DeleteInsert",0.002038
69,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_2,test_prop_InsertDelete",0.004425999999999999
70,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_2,test_prop_InsertInsert",0.0012439999999999999
71,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_2,test_prop_InsertModel",0.000901
72,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_2,test_prop_InsertPost",0.0014709999999999999
73,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_2,test_prop_InsertUnion",0.004556999999999999
74,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_2,test_prop_UnionDeleteInsert",0.0034660000000000003
75,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_3,test_prop_InsertDelete",0.002657999999999
76,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_3,test_prop_InsertInsert",0.001312
77,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_3,test_prop_InsertModel",0.000749
78,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_3,test_prop_InsertPost",0.006810999999999999
79,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_3,test_prop_InsertUnion",0.0043619999999999996
80,BST,BLSDThinSEFreq2SPB200IsBSTLR30Epochs2000Bound10Generator,"BST,insert_3,test_prop_UnionDeleteInsert",0.003895
