TypeBasedGenerator	0	12	4	2	2
ManualTypeBasedGenerator	0	8	8	0	4
VarStructureGenerator	0	0	14	2	4
InitDerived2Generator	0	0	14	2	4
might2structureGenerator	0	0	3	7	10
VarGenerator	0	0	0	0	20
