TypeBasedGenerator	0	13	3	4	0
InitDerived2Generator	0	0	13	3	4
might2structureGenerator	0	0	6	4	10
derivedstructureGenerator	0	0	0	10	10
mightstructureGenerator	0	0	0	0	20
mightGenerator	0	0	0	0	20
might2Generator	0	0	0	0	20
derivedunifappsGenerator	0	0	0	0	20
derivedGenerator	0	0	0	0	20
