TypeBasedGenerator	45	3	1	0	0
TBExceptGenerator	45	2	1	1	0
LExceptGenerator	45	2	1	1	0
LEqGenerator	44	4	1	0	0
TBEqGenerator	43	1	2	1	2
LGenerator	38	7	2	1	1
