R_LSDEqLR30Sz6Bound10Generator	25	2	0	0	8
R_LSDEqLR30Sz8Bound10Generator	22	4	1	0	8
TypeBasedGenerator	20	4	4	0	7
RLSD8Generator	14	8	3	1	9
RLSD6Generator	13	9	2	3	8
